"primary_key","sports"
16201,"club102"
16203,"club107"
16205,"club107"
16206,"club129"
16208,"club107"
16212,"club107"
16213,"club101"
16215,"club101"
16218,"club107"
16225,"club107"
16230,"club107"
16233,"club132"
16234,"club133"
16245,"club102"
16247,"club124"
16248,"club124"
16251,"club102"
16253,"club102"
16270,"club218"
16275,"club242"
16293,"club111"
16307,"club401"
16315,"club111"
16320,"club133"
16322,"club125"
16325,"club604"
16345,"club123"
16361,"club132"
16380,"club111"
16389,"club127"
16396,"club245"
16409,"club133"
16419,"club604"
16427,"club133"
16431,"club201"
16448,"club136"
16456,"club601"
16462,"club126"
16471,"club123"
16475,"club123"
16497,"club117"
16509,"club413"
16523,"club124"
16525,"club124"
16526,"club101"
16527,"club106"
16528,"club105"
16534,"club114"
16535,"club118"
16536,"club112"
16537,"club101"
16539,"club114"
16540,"club114"
16542,"club118"
16543,"club101"
16545,"club127"
16546,"club201"
16547,"club124"
16548,"club105"
16549,"club124"
16550,"club118"
16551,"club114"
16552,"club127"
16554,"club114"
16557,"club106"
16560,"club101"
16561,"club101"
16562,"club101"
16564,"club201"
16586,"club413"
16604,"club604"
16609,"club111"
16633,"club132"
16661,"club115"
16670,"club115"
16674,"club109"
16676,"club413"
16695,"club413"
16715,"club111"
16734,"club242"
16777,"club133"
16779,"club604"
16783,"club401"
16789,"club133"
16792,"club101"
16794,"club111"
16795,"club403"
16803,"club111"
16821,"club111"
16822,"club403"
16837,"club111"
16842,"club501"
16843,"club109"
16847,"club101"
16848,"club103"
16849,"club101"
16850,"club101"
16860,"club103"
16875,"club133"
16886,"club109"
16894,"club101"
16896,"club118"
16897,"club103"
16898,"club103"
16899,"club101"
16901,"club118"
16903,"club101"
16904,"club118"
16907,"club101"
16910,"club118"
16911,"club137"
16912,"club131"
16915,"club118"
16916,"club121"
16917,"club121"
16918,"club118"
16919,"club105"
16920,"club137"
16922,"club101"
16923,"club121"
16925,"club121"
16927,"club121"
16929,"club101"
16930,"club118"
16931,"club137"
16932,"club112"
16933,"club105"
16934,"club101"
16940,"club211"
16942,"club131"
16945,"club121"
16951,"club110"
16954,"club137"
16955,"club211"
16956,"club131"
16957,"club118"
16958,"club121"
16961,"club103"
16962,"club112"
16963,"club211"
16966,"club137"
16967,"club137"
16970,"club137"
16971,"club211"
16974,"club131"
16975,"club121"
16977,"club110"
16981,"club101"
16982,"club101"
16983,"club131"
16985,"club121"
16987,"club211"
16988,"club101"
16989,"club118"
16993,"club110"
16994,"club118"
16995,"club211"
16996,"club131"
16997,"club131"
16999,"club121"
17001,"club131"
17002,"club118"
17003,"club121"
17004,"club211"
17005,"club103"
17006,"club137"
17010,"club137"
17011,"club103"
17016,"club131"
17018,"club118"
17019,"club121"
17026,"club121"
17029,"club121"
17030,"club105"
17031,"club118"
17034,"club112"
17038,"club137"
17042,"club137"
17044,"club121"
17045,"club137"
17047,"club103"
17048,"club137"
17049,"club110"
17050,"club110"
17053,"club121"
17054,"club103"
17055,"club101"
17056,"club101"
17058,"club118"
17059,"club137"
17060,"club103"
17061,"club103"
17062,"club211"
17063,"club137"
17064,"club105"
17066,"club131"
17067,"club137"
17069,"club131"
17070,"club137"
17072,"club131"
17073,"club105"
17095,"club101"
17096,"club206"
17098,"club108"
17104,"club108"
17114,"club111"
17117,"club135"
17124,"club245"
17137,"club111"
17161,"club402"
17167,"club111"
17186,"club242"
17189,"club111"
17206,"club109"
17219,"club109"
17221,"club111"
17227,"club401"
17262,"club123"
17275,"club109"
17304,"club111"
17323,"club119"
17335,"club233"
17350,"club109"
17352,"club109"
17354,"club109"
17355,"club105"
17359,"club101"
17360,"club101"
17361,"club105"
17362,"club109"
17363,"club105"
17366,"club107"
17367,"club102"
17374,"club109"
17377,"club107"
17379,"club107"
17381,"club101"
17382,"club105"
17384,"club105"
17387,"club107"
17401,"club113"
17411,"club111"
17424,"club127"
17438,"club123"
17446,"club221"
17466,"club136"
17467,"club102"
17468,"club102"
17469,"club102"
17471,"club102"
17474,"club102"
17475,"club101"
17476,"club101"
17482,"club101"
17485,"club105"
17489,"club102"
17493,"club101"
17506,"club604"
17515,"club420"
17539,"club124"
17542,"club103"
17569,"club604"
17578,"club221"
17586,"club401"
17611,"club111"
17624,"club111"
17635,"club101"
17658,"club111"
17669,"club134"
17674,"club402"
17678,"club218"
17681,"club133"
17684,"club109"
17702,"club123"
17719,"club123"
17729,"club401"
17744,"club105"
17746,"club101"
17748,"club105"
17753,"club121"
17759,"club106"
17760,"club101"
17761,"club101"
17762,"club106"
17764,"club102"
17767,"club101"
17771,"club106"
17772,"club115"
17774,"club101"
17775,"club101"
17777,"club102"
17779,"club102"
17780,"club106"
17781,"club102"
17784,"club102"
17790,"club413"
17802,"club245"
17816,"club133"
17851,"club402"
17861,"club211"
17872,"club123"
17882,"club115"
17883,"club133"
17891,"club407"
17904,"club111"
17919,"club413"
17922,"club420"
17924,"club133"
17927,"club101"
17950,"club111"
17961,"club115"
17970,"club206"
17977,"club402"
17980,"club133"
17993,"club115"
17997,"club245"
18007,"club105"
18010,"club128"
18020,"club106"
18023,"club110"
18025,"club103"
18027,"club110"
18029,"club108"
18031,"club102"
18032,"club110"
18038,"club110"
18039,"club110"
18043,"club105"
18045,"club126"
18047,"club110"
18048,"club110"
18049,"club106"
18050,"club107"
18052,"club102"
18053,"club103"
18054,"club110"
18056,"club103"
18057,"club105"
18058,"club103"
18059,"club106"
18061,"club106"
18067,"club108"
18069,"club103"
18070,"club110"
18074,"club111"
18075,"club245"
18078,"club111"
18106,"club129"
18107,"club211"
18115,"club108"
18116,"club105"
18119,"club110"
18120,"club108"
18122,"club105"
18123,"club129"
18131,"club107"
18146,"club101"
18158,"club242"
18166,"club115"
18167,"club115"
18170,"club105"
18171,"club106"
18172,"club102"
18173,"club604"
18176,"club102"
18177,"club106"
18178,"club105"
18179,"club102"
18182,"club110"
18184,"club110"
18188,"club106"
18191,"club102"
18193,"club115"
18195,"club106"
18196,"club107"
18201,"club102"
18202,"club110"
18204,"club125"
18206,"club102"
18207,"club102"
18208,"club107"
18209,"club107"
18210,"club113"
18212,"club106"
18215,"club102"
18218,"club115"
18221,"club107"
18222,"club110"
18224,"club605"
18232,"club209"
18235,"club105"
18236,"club211"
18239,"club133"
18248,"club209"
18257,"club127"
18269,"club133"
18270,"club233"
18271,"club115"
18273,"club242"
18274,"club126"
18277,"club119"
18306,"club604"
18311,"club115"
18314,"club401"
18318,"club123"
18324,"club211"
18357,"club103"
18359,"club103"
18360,"club138"
18361,"club106"
18362,"club106"
18363,"club108"
18368,"club108"
18369,"club110"
18370,"club106"
18372,"club103"
18374,"club103"
18375,"club103"
18378,"club103"
18380,"club106"
18382,"club102"
18383,"club102"
18384,"club108"
18387,"club102"
18393,"club103"
18394,"club103"
18397,"club122"
18399,"club108"
18401,"club103"
18402,"club103"
18403,"club103"
18406,"club138"
18407,"club122"
18411,"club103"
18412,"club103"
18413,"club210"
18414,"club108"
18417,"club103"
18418,"club103"
18419,"club103"
18421,"club106"
18422,"club103"
18423,"club102"
18424,"club103"
18428,"club103"
18429,"club110"
18432,"club110"
18433,"club110"
18434,"club108"
18435,"club102"
18437,"club106"
18441,"club102"
18444,"club122"
18445,"club106"
18446,"club103"
18448,"club106"
18450,"club108"
18452,"club103"
18456,"club110"
18457,"club110"
18458,"club103"
18462,"club122"
18463,"club110"
18465,"club103"
18466,"club102"
18469,"club110"
18471,"club103"
18474,"club108"
18490,"club132"
18497,"club125"
18510,"club123"
18523,"club117"
18524,"club105"
18527,"club117"
18535,"club132"
18541,"club123"
18543,"club109"
18552,"club115"
18558,"club123"
18560,"club109"
18567,"club108"
18574,"club604"
18577,"club132"
18658,"club111"
18665,"club123"
18677,"club501"
18705,"club132"
18720,"club219"
18723,"club123"
18748,"club126"
18770,"club105"
18774,"club102"
18775,"club106"
18776,"club102"
18777,"club107"
18778,"club110"
18780,"club125"
18782,"club110"
18783,"club107"
18786,"club119"
18787,"club105"
18788,"club102"
18791,"club102"
18792,"club102"
18794,"club119"
18799,"club108"
18800,"club105"
18801,"club102"
18802,"club105"
18804,"club107"
18806,"club111"
18811,"club108"
18813,"club105"
18815,"club102"
18820,"club111"
18821,"club111"
18823,"club105"
18824,"club108"
18825,"club119"
18828,"club110"
18829,"club107"
18831,"club111"
18834,"club108"
18837,"club102"
18838,"club110"
18839,"club106"
18840,"club110"
18841,"club125"
18844,"club111"
18846,"club108"
18849,"club101"
18904,"club106"
18908,"club105"
18909,"club101"
18910,"club105"
18913,"club105"
18915,"club101"
18924,"club101"
18931,"club109"
18949,"club111"
18972,"club115"
18976,"club402"
18998,"club217"
19013,"club111"
19015,"club109"
19017,"club105"
19018,"club108"
19019,"club111"
19033,"club111"
19055,"club113"
19058,"club111"
19063,"club122"
19077,"club206"
19090,"club111"
19095,"club111"
19096,"club132"
19107,"club402"
19113,"club105"
19121,"club126"
19124,"club233"
19126,"club119"
19134,"club111"
19137,"club122"
19140,"club103"
19152,"club111"
19198,"club111"
19199,"club402"
19200,"club219"
19239,"club109"
19241,"club256"
19253,"club108"
19255,"club125"
19264,"club132"
19269,"club221"
19275,"club123"
19290,"club245"
19334,"club102"
19335,"club108"
19337,"club113"
19342,"club109"
19343,"club113"
19345,"club102"
19346,"club113"
19349,"club102"
19352,"club113"
19354,"club110"
19355,"club202"
19359,"club109"
19360,"club103"
19361,"club114"
19371,"club111"
19372,"club403"
19377,"club109"
19378,"club105"
19380,"club102"
19387,"club105"
19388,"club105"
19411,"club125"
19413,"club604"
19430,"club111"
19445,"club103"
19453,"club109"
19461,"club111"
19475,"club123"
19484,"club123"
19494,"club102"
19495,"club113"
19496,"club102"
19499,"club113"
19505,"club113"
19511,"club107"
19512,"club102"
19517,"club113"
19520,"club113"
19526,"club113"
19528,"club102"
19529,"club119"
19530,"club113"
19533,"club133"
19535,"club108"
19536,"club119"
19537,"club102"
19544,"club113"
19545,"club102"
19548,"club113"
19549,"club119"
19555,"club126"
19559,"club103"
19560,"club113"
19561,"club103"
19566,"club105"
19571,"club103"
19578,"club245"
19579,"club109"
19583,"club115"
19590,"club402"
19591,"club402"
19598,"club107"
19604,"club420"
19621,"club111"
19634,"club119"
19635,"club119"
19638,"club101"
19645,"club119"
19646,"club105"
19647,"club105"
19649,"club105"
19652,"club101"
19655,"club119"
19656,"club118"
19658,"club107"
19663,"club113"
19664,"club103"
19667,"club119"
19671,"club105"
19672,"club118"
19675,"club101"
19676,"club101"
19677,"club105"
19692,"club123"
19701,"club420"
19703,"club111"
19704,"club109"
19720,"club109"
19722,"club420"
19730,"club242"
19753,"club115"
19759,"club109"
19774,"club109"
19781,"club106"
19786,"club125"
19787,"club106"
19790,"club106"
19792,"club111"
19796,"club117"
19797,"club125"
19799,"club109"
19803,"club117"
19804,"club125"
19805,"club106"
19807,"club117"
19808,"club125"
19809,"club125"
19810,"club109"
19816,"club420"
19819,"club133"
19820,"club221"
19821,"club105"
19840,"club420"
19841,"club107"
19845,"club103"
19851,"club105"
19867,"club402"
19878,"club111"
19889,"club202"
19907,"club129"
19913,"club604"
19925,"club221"
19949,"club111"
19952,"club402"
19956,"club108"
19979,"club125"
20035,"club132"
20036,"club420"
20042,"club109"
20045,"club103"
20047,"club103"
20054,"club111"
20055,"club103"
20090,"club420"
20093,"club111"
20095,"club125"
20100,"club242"
20107,"club111"
20121,"club410"
20136,"club102"
20139,"club110"
20140,"club103"
20141,"club114"
20145,"club102"
20146,"club106"
20147,"club114"
20148,"club107"
20153,"club214"
20157,"club218"
20158,"club103"
20159,"club107"
20160,"club102"
20164,"club106"
20165,"club218"
20167,"club110"
20168,"club202"
20169,"club103"
20171,"club112"
20176,"club202"
20177,"club110"
20182,"club103"
20183,"club110"
20184,"club202"
20185,"club114"
20186,"club218"
20187,"club110"
20190,"club114"
20191,"club201"
20193,"club101"
20194,"club102"
20195,"club101"
20197,"club103"
20198,"club218"
20199,"club101"
20202,"club114"
20204,"club101"
20207,"club114"
20210,"club202"
20211,"club214"
20213,"club214"
20214,"club112"
20215,"club103"
20216,"club103"
20217,"club106"
20225,"club101"
20226,"club103"
20228,"club114"
20229,"club101"
20230,"club107"
20231,"club103"
20232,"club214"
20235,"club214"
20242,"club214"
20246,"club103"
20247,"club112"
20249,"club112"
20252,"club110"
20253,"club214"
20254,"club110"
20255,"club201"
20258,"club114"
20260,"club106"
20264,"club218"
20266,"club106"
20267,"club112"
20269,"club218"
20273,"club202"
20276,"club110"
20277,"club114"
20278,"club114"
20280,"club107"
20282,"club110"
20283,"club112"
20285,"club214"
20286,"club112"
20288,"club106"
20292,"club106"
20296,"club110"
20297,"club106"
20299,"club112"
20300,"club106"
20302,"club106"
20304,"club106"
20306,"club101"
20307,"club112"
20313,"club202"
20316,"club114"
20319,"club101"
20322,"club106"
20324,"club102"
20325,"club110"
20330,"club102"
20331,"club218"
20332,"club214"
20333,"club103"
20334,"club201"
20337,"club101"
20339,"club102"
20340,"club114"
20341,"club103"
20342,"club110"
20352,"club111"
20390,"club218"
20410,"club109"
20424,"club101"
20425,"club118"
20435,"club118"
20437,"club107"
20438,"club107"
20440,"club101"
20443,"club102"
20446,"club107"
20449,"club118"
20452,"club107"
20453,"club102"
20454,"club107"
20458,"club102"
20463,"club111"
20468,"club403"
20477,"club237"
20482,"club107"
20486,"club111"
20494,"club102"
20495,"club103"
20498,"club107"
20500,"club109"
20505,"club107"
20508,"club119"
20511,"club102"
20514,"club123"
20515,"club102"
20520,"club111"
20527,"club117"
20539,"club407"
20549,"club136"
20551,"club410"
20556,"club111"
20560,"club245"
20563,"club102"
20565,"club101"
20566,"club111"
20573,"club102"
20581,"club115"
20611,"club221"
20614,"club105"
20616,"club410"
20639,"club121"
20644,"club101"
20655,"club111"
20658,"club111"
20662,"club125"
20667,"club102"
20688,"club249"
20689,"club214"
20720,"club113"
20721,"club101"
20724,"club420"
20725,"club107"
20726,"club107"
20732,"club102"
20739,"club124"
20743,"club115"
20753,"club102"
20757,"club128"
20759,"club218"
20770,"club407"
20775,"club410"
20791,"club410"
20794,"club410"
20801,"club111"
20804,"club117"
20829,"club108"
20864,"club123"
20868,"club106"
20870,"club102"
20873,"club102"
20875,"club102"
20878,"club132"
20879,"club132"
20881,"club115"
20885,"club249"
20904,"club105"
20905,"club410"
20916,"club126"
20926,"club604"
20927,"club604"
20933,"club233"
20959,"club117"
20960,"club407"
20965,"club111"
20967,"club218"
20968,"club233"
20973,"club410"
20990,"club410"
21009,"club128"
21012,"club128"
21017,"club101"
21018,"club101"
21019,"club101"
21028,"club101"
21029,"club101"
21031,"club101"
21033,"club107"
21041,"club135"
21042,"club103"
21062,"club111"
21068,"club136"
21085,"club111"
21104,"club403"
21119,"club242"
21127,"club111"
21128,"club109"
21129,"club110"
21130,"club110"
21132,"club110"
21135,"club108"
21137,"club102"
21141,"club108"
21142,"club102"
21144,"club110"
21171,"club115"
21173,"club102"
21178,"club111"
21203,"club110"
21206,"club110"
21214,"club116"
21215,"club108"
21216,"club106"
21218,"club106"
21219,"club110"
21220,"club108"
21222,"club103"
21223,"club106"
21225,"club110"
21226,"club110"
21229,"club110"
21231,"club106"
21233,"club106"
21234,"club103"
21239,"club103"
21240,"club108"
21244,"club103"
21246,"club110"
21247,"club108"
21248,"club108"
21250,"club103"
21251,"club116"
21252,"club103"
21253,"club108"
21257,"club110"
21258,"club108"
21261,"club116"
21262,"club110"
21264,"club106"
21266,"club103"
21268,"club106"
21282,"club108"
21285,"club116"
21286,"club116"
21289,"club106"
21291,"club107"
21292,"club114"
21297,"club114"
21316,"club109"
21321,"club109"
21322,"club109"
21338,"club111"
21393,"club123"
21395,"club111"
21405,"club604"
21407,"club123"
21413,"club221"
21414,"club113"
21418,"club101"
21456,"club111"
21467,"club111"
21488,"club102"
21494,"club407"
21507,"club101"
21508,"club101"
21509,"club101"
21514,"club102"
21515,"club113"
21516,"club105"
21517,"club103"
21519,"club105"
21520,"club108"
21521,"club105"
21525,"club108"
21527,"club108"
21528,"club103"
21530,"club108"
21532,"club105"
21534,"club105"
21536,"club113"
21537,"club105"
21538,"club102"
21540,"club102"
21541,"club108"
21543,"club103"
21544,"club113"
21545,"club103"
21546,"club108"
21547,"club101"
21549,"club103"
21551,"club110"
21552,"club108"
21553,"club101"
21554,"club103"
21555,"club103"
21557,"club113"
21559,"club113"
21561,"club108"
21564,"club105"
21568,"club105"
21569,"club108"
21570,"club108"
21571,"club105"
21573,"club108"
21576,"club101"
21579,"club108"
21580,"club113"
21586,"club110"
21589,"club108"
21590,"club110"
21591,"club105"
21594,"club103"
21595,"club105"
21597,"club110"
21599,"club103"
21602,"club108"
21603,"club108"
21604,"club101"
21605,"club105"
21621,"club111"
21629,"club601"
21631,"club125"
21666,"club109"
21683,"club113"
21684,"club119"
21686,"club119"
21687,"club111"
21688,"club242"
21689,"club119"
21695,"club209"
21701,"club123"
21702,"club111"
21733,"club124"
21734,"club106"
21737,"club113"
21738,"club106"
21740,"club110"
21742,"club105"
21744,"club110"
21747,"club106"
21749,"club102"
21752,"club102"
21753,"club102"
21758,"club113"
21759,"club105"
21763,"club110"
21765,"club110"
21767,"club125"
21768,"club113"
21769,"club101"
21770,"club102"
21771,"club110"
21772,"club105"
21774,"club113"
21775,"club106"
21783,"club110"
21786,"club110"
21788,"club110"
21790,"club102"
21791,"club106"
21792,"club124"
21793,"club113"
21794,"club124"
21795,"club103"
21797,"club110"
21798,"club113"
21801,"club261"
21825,"club403"
21840,"club237"
21845,"club101"
21854,"club206"
21869,"club125"
21911,"club111"
21917,"club402"
21925,"club123"
21951,"club257"
21953,"club123"
21964,"club402"
21991,"club111"
21994,"club252"
21995,"club122"
22010,"club403"
22012,"club123"
22016,"club132"
22018,"club111"
22025,"club115"
22026,"club121"
22028,"club101"
22029,"club102"
22032,"club113"
22034,"club114"
22038,"club113"
22044,"club106"
22045,"club121"
22046,"club113"
22049,"club108"
22050,"club115"
22051,"club106"
22056,"club113"
22060,"club105"
22066,"club101"
22069,"club114"
22070,"club112"
22071,"club106"
22072,"club105"
22073,"club106"
22074,"club115"
22075,"club106"
22076,"club114"
22079,"club102"
22083,"club105"
22087,"club101"
22088,"club115"
22089,"club109"
22090,"club105"
22091,"club106"
22092,"club105"
22093,"club113"
22095,"club106"
22126,"club128"
22136,"club111"
22140,"club105"
22143,"club108"
22144,"club103"
22146,"club113"
22148,"club113"
22150,"club105"
22151,"club113"
22152,"club101"
22156,"club113"
22160,"club108"
22161,"club106"
22163,"club103"
22164,"club103"
22166,"club103"
22167,"club113"
22169,"club111"
22172,"club103"
22173,"club105"
22174,"club105"
22175,"club110"
22176,"club102"
22180,"club105"
22181,"club110"
22182,"club103"
22184,"club105"
22185,"club103"
22188,"club103"
22189,"club103"
22191,"club111"
22201,"club123"
22213,"club115"
22247,"club109"
22263,"club242"
22277,"club245"
22280,"club123"
22289,"club402"
22296,"club125"
22318,"club218"
22352,"club402"
22363,"club215"
22380,"club111"
22384,"club201"
22391,"club221"
22409,"club123"
22425,"club219"
22434,"club242"
22443,"club402"
22459,"club109"
22462,"club211"
22464,"club109"
22481,"club119"
22497,"club105"
22501,"club102"
22503,"club107"
22507,"club110"
22508,"club112"
22511,"club105"
22519,"club102"
22520,"club102"
22521,"club112"
22522,"club110"
22525,"club105"
22527,"club102"
22529,"club110"
22535,"club105"
22536,"club137"
22537,"club110"
22540,"club129"
22541,"club105"
22542,"club112"
22543,"club129"
22547,"club129"
22549,"club102"
22550,"club137"
22561,"club112"
22562,"club129"
22563,"club102"
22564,"club110"
22568,"club102"
22574,"club102"
22575,"club137"
22576,"club137"
22577,"club110"
22579,"club102"
22580,"club110"
22584,"club112"
22585,"club105"
22587,"club112"
22588,"club102"
22589,"club110"
22594,"club110"
22595,"club112"
22597,"club112"
22599,"club102"
22600,"club137"
22601,"club112"
22602,"club105"
22603,"club102"
22604,"club112"
22606,"club112"
22607,"club102"
22609,"club107"
22610,"club102"
22617,"club137"
22620,"club110"
22621,"club110"
22623,"club137"
22630,"club102"
22635,"club107"
22636,"club102"
22638,"club105"
22639,"club105"
22641,"club112"
22643,"club129"
22644,"club112"
22647,"club129"
22649,"club105"
22651,"club105"
22653,"club112"
22655,"club112"
22656,"club102"
22657,"club105"
22660,"club110"
22667,"club129"
22668,"club102"
22670,"club129"
22672,"club107"
22673,"club110"
22682,"club102"
22683,"club105"
22685,"club137"
22686,"club102"
22687,"club110"
22688,"club102"
22689,"club102"
22694,"club102"
22695,"club137"
22698,"club110"
22699,"club102"
22700,"club137"
22701,"club110"
22703,"club102"
22704,"club110"
22705,"club112"
22707,"club129"
22708,"club105"
22709,"club110"
22710,"club107"
22711,"club105"
22712,"club112"
22714,"club105"
22715,"club102"
22716,"club110"
22718,"club137"
22719,"club242"
22721,"club109"
22725,"club111"
22728,"club111"
22730,"club111"
22732,"club108"
22738,"club133"
22745,"club106"
22753,"club105"
22754,"club126"
22766,"club402"
22801,"club115"
22816,"club242"
22824,"club242"
22841,"club123"
22842,"club123"
22857,"club133"
22865,"club102"
22867,"club103"
22869,"club245"
22871,"club103"
22872,"club122"
22873,"club103"
22879,"club103"
22881,"club122"
22884,"club109"
22897,"club242"
22909,"club402"
22910,"club604"
22912,"club245"
22915,"club111"
22927,"club134"
22951,"club410"
22964,"club132"
22976,"club125"
22978,"club233"
22990,"club101"
23034,"club123"
23036,"club413"
23048,"club105"
23050,"club123"
23051,"club108"
23071,"club111"
23073,"club105"
23075,"club105"
23090,"club121"
23093,"club105"
23094,"club101"
23097,"club105"
23109,"club111"
23129,"club108"
23135,"club102"
23138,"club111"
23139,"club108"
23141,"club134"
23145,"club109"
23156,"club133"
23157,"club111"
23162,"club109"
23163,"club102"
23165,"club109"
23172,"club102"
23174,"club113"
23180,"club407"
23181,"club410"
23207,"club109"
23210,"club402"
23217,"club413"
23221,"club107"
23226,"club105"
23227,"club101"
23230,"club105"
23236,"club105"
23237,"club101"
23239,"club105"
23242,"club105"
23243,"club110"
23246,"club109"
23247,"club101"
23263,"club111"
23282,"club115"
23287,"club110"
23288,"club110"
23292,"club112"
23296,"club102"
23297,"club112"
23299,"club107"
23300,"club107"
23301,"club105"
23304,"club107"
23306,"club604"
23307,"club110"
23314,"club242"
23323,"club133"
23328,"club133"
23345,"club135"
23346,"club111"
23349,"club111"
23355,"club413"
23368,"club117"
23370,"club212"
23393,"club242"
23407,"club102"
23408,"club111"
23409,"club101"
23410,"club101"
23411,"club101"
23412,"club105"
23431,"club110"
23452,"club109"
23468,"club123"
23474,"club102"
23476,"club108"
23477,"club118"
23478,"club110"
23479,"club114"
23481,"club108"
23482,"club106"
23483,"club108"
23484,"club101"
23485,"club102"
23486,"club102"
23487,"club102"
23488,"club108"
23489,"club106"
23493,"club102"
23497,"club108"
23498,"club118"
23499,"club106"
23501,"club109"
23502,"club108"
23503,"club108"
23505,"club118"
23508,"club108"
23509,"club114"
23510,"club114"
23516,"club110"
23517,"club103"
23518,"club110"
23521,"club108"
23524,"club110"
23525,"club114"
23536,"club108"
23537,"club106"
23538,"club102"
23540,"club102"
23542,"club106"
23543,"club106"
23544,"club110"
23546,"club106"
23551,"club106"
23553,"club102"
23558,"club110"
23559,"club108"
23560,"club106"
23562,"club110"
23567,"club108"
23568,"club108"
23582,"club233"
23584,"club133"
23596,"club415"
23599,"club115"
23606,"club420"
23608,"club111"
23610,"club407"
23611,"club122"
23619,"club604"
23639,"club102"
23640,"club108"
23642,"club123"
23648,"club113"
23667,"club108"
23674,"club410"
23676,"club106"
23690,"club123"
23691,"club115"
23692,"club111"
23727,"club133"
23741,"club135"
23743,"club242"
23745,"club103"
23748,"club413"
23765,"club604"
23773,"club402"
23783,"club242"
23784,"club111"
23801,"club133"
23807,"club209"
23812,"club133"
23814,"club128"
23818,"club134"
23825,"club102"
23850,"club402"
23857,"club108"
23873,"club132"
23878,"club111"
23898,"club202"
23924,"club245"
23930,"club123"
23935,"club103"
23937,"club111"
23943,"club133"
23944,"club109"
23953,"club117"
23955,"club123"
23958,"club402"
23962,"club115"
23967,"club102"
23968,"club118"
23969,"club102"
23971,"club118"
23972,"club102"
23978,"club102"
23980,"club106"
23981,"club102"
23986,"club102"
23987,"club105"
23988,"club102"
23989,"club102"
23990,"club604"
23991,"club105"
23992,"club119"
23993,"club102"
23995,"club106"
23997,"club119"
23998,"club106"
23999,"club105"
24011,"club109"
24013,"club245"
24014,"club245"
24015,"club117"
24018,"club407"
24025,"club101"
24029,"club111"
24032,"club402"
24033,"club113"
24036,"club133"
24038,"club206"
24057,"club109"
24063,"club102"
24064,"club114"
24069,"club102"
24073,"club110"
24075,"club107"
24076,"club114"
24079,"club107"
24081,"club113"
24082,"club110"
24083,"club114"
24084,"club102"
24086,"club107"
24091,"club410"
24092,"club109"
24112,"club111"
24117,"club219"
24129,"club103"
24132,"club101"
24134,"club103"
24137,"club107"
24138,"club107"
24139,"club101"
24140,"club101"
24142,"club257"
24147,"club123"
24174,"club117"
24184,"club123"
24191,"club218"
24193,"club123"
24212,"club103"
24213,"club109"
24220,"club105"
24232,"club111"
24235,"club111"
24239,"club102"
24242,"club101"
24243,"club101"
24245,"club102"
24249,"club102"
24260,"club115"
24265,"club243"
24266,"club132"
24268,"club132"
24271,"club102"
24273,"club111"
24278,"club101"
24281,"club108"
24282,"club105"
24283,"club101"
24296,"club128"
24305,"club111"
24313,"club202"
24314,"club135"
24334,"club209"
24335,"club101"
24343,"club102"
24348,"club123"
24352,"club203"
24353,"club203"
24357,"club201"
24358,"club105"
24361,"club201"
24362,"club203"
24363,"club403"
24364,"club203"
24365,"club115"
24366,"club105"
24367,"club201"
24369,"club201"
24372,"club108"
24373,"club112"
24374,"club203"
24377,"club102"
24378,"club105"
24383,"club203"
24389,"club203"
24391,"club115"
24395,"club210"
24396,"club115"
24399,"club203"
24401,"club105"
24403,"club201"
24404,"club203"
24409,"club112"
24410,"club203"
24411,"club403"
24414,"club403"
24415,"club105"
24417,"club210"
24418,"club108"
24419,"club105"
24420,"club114"
24421,"club105"
24422,"club201"
24424,"club203"
24426,"club201"
24432,"club115"
24434,"club115"
24435,"club115"
24437,"club102"
24440,"club108"
24443,"club102"
24444,"club203"
24447,"club203"
24448,"club203"
24449,"club112"
24450,"club201"
24451,"club201"
24452,"club114"
24456,"club203"
24457,"club201"
24458,"club105"
24460,"club115"
24461,"club403"
24464,"club114"
24466,"club201"
24468,"club203"
24469,"club203"
24471,"club403"
24473,"club203"
24478,"club201"
24479,"club112"
24485,"club201"
24486,"club108"
24487,"club105"
24489,"club115"
24490,"club108"
24491,"club201"
24498,"club102"
24502,"club112"
24505,"club203"
24506,"club102"
24508,"club105"
24511,"club201"
24512,"club102"
24514,"club203"
24515,"club201"
24516,"club112"
24517,"club102"
24520,"club203"
24521,"club112"
24522,"club108"
24523,"club102"
24524,"club203"
24525,"club203"
24527,"club201"
24529,"club112"
24530,"club203"
24531,"club201"
24533,"club203"
24534,"club201"
24535,"club105"
24538,"club201"
24539,"club102"
24542,"club112"
24543,"club108"
24544,"club105"
24547,"club115"
24548,"club201"
24549,"club108"
24550,"club201"
24551,"club203"
24552,"club115"
24558,"club105"
24563,"club102"
24564,"club112"
24565,"club203"
24566,"club210"
24567,"club203"
24568,"club201"
24569,"club201"
24571,"club108"
24574,"club102"
24578,"club201"
24581,"club112"
24582,"club203"
24589,"club201"
24591,"club203"
24593,"club112"
24594,"club203"
24595,"club203"
24598,"club203"
24599,"club203"
24601,"club102"
24602,"club115"
24603,"club112"
24605,"club114"
24606,"club201"
24607,"club403"
24610,"club203"
24612,"club203"
24613,"club203"
24616,"club201"
24617,"club201"
24620,"club203"
24621,"club403"
24622,"club114"
24624,"club203"
24626,"club203"
24628,"club203"
24629,"club201"
24632,"club403"
24635,"club105"
