"primary_key","working_hours","job_category","eco_sect","job_dep","TYPE_OF_CONTRACT","Wage","EMPLOYEE_COUNT","Work_description","job_condition","COMPANY_CATEGORY"
34035,592,"O","NZ","38","TTP",8060,"tr_1","624b","N","ct_9"
34037,1696,"O","CG","73","CDI",24096,"tr_2","621b","C","ct_9"
34038,1556,"O","QB","38","AUT",16288,"tr_3","524c","P","ct_2"
34040,1344,"O","FZ","38","CDI",19580,"tr_5","634d","C","ct_9"
34042,446,"O","QB","38","CDI",4797,"tr_2","431f","P","ct_8"
34045,607,"O","KZ","69","CDI",7681,"tr_1","526b","C","ct_9"
34048,1801,"O","CM","38","CDI",20187,"tr_4","653a","C","ct_9"
34052,494,"O","CM","38","CDI",7488,"tr_1","433c","C","ct_9"
34055,1727,"O","MA","01","CDI",22794,"tr_1","474c","C","ct_9"
34056,1829,"O","QA","38","CDI",20839,"tr_1","526b","C","ct_9"
34060,772,"O","NZ","38","CDI",6232,"tr_5","684a","P","ct_9"
34063,1820,"O","OZ","38","CDI",50667,"tr_6","333f","C","ct_2"
34068,1137,"O","PZ","38","CDI",14633,"tr_4","524c","P","ct_4"
34072,1656,"O","EZ","38","CDI",27774,"tr_5","387f","C","ct_9"
34074,1379,"O","QA","38","CDI",18645,"tr_3","431f","P","ct_9"
34077,2673,"O","FZ","38","CDI",39098,"tr_5","621e","C","ct_9"
34078,1757,"O","MB","38","CDI",26795,"tr_5","542a","C","ct_9"
34080,1062,"O","JC","69","CDI",23228,"tr_4","388a","C","ct_9"
34082,851,"O","CK","38","CDI",12898,"tr_6","474c","P","ct_9"
34088,2200,"O","QA","38","CDI",23226,"tr_2","526e","C","ct_9"
34092,1820,"O","IZ","38","CDI",40163,"tr_3","377a","C","ct_9"
34093,1820,"O","KZ","38","CDI",22958,"tr_6","467b","C","ct_9"
34094,1553,"O","CK","38","CDI",37838,"tr_6","385b","C","ct_9"
34097,1783,"O","CL","38","CDI",19946,"tr_3","676c","C","ct_9"
34098,1365,"O","QB","38","CDI",14997,"tr_5","526d","P","ct_8"
34100,1471,"O","SZ","38","CDI",15303,"tr_1","562b","C","ct_9"
34103,1934,"O","QB","38","CDI",11484,"tr_0","563a","N","ct_7"
34104,649,"O","QB","38","AUT",3854,"tr_3","673c","P","ct_8"
34106,104,"O","PZ","38","CDI",8974,"tr_2","421a","P","ct_8"
34111,1871,"O","CJ","38","CDI",30072,"tr_4","674d","C","ct_9"
34117,1356,"O","GZ","38","CDI",12592,"tr_1","554c","P","ct_9"
34126,1918,"O","PZ","38","CDI",19929,"tr_4","422c","C","ct_8"
34133,1672,"O","KZ","38","CDI",18259,"tr_6","467b","C","ct_9"
34134,2200,"O","KZ","38","CDI",23895,"tr_4","545c","C","ct_8"
34135,1820,"O","NZ","69","CDI",27186,"tr_4","461d","C","ct_9"
34144,1820,"O","MB","38","CDI",47286,"tr_6","387d","C","ct_9"
34150,404,"O","GZ","38","CDI",3434,"tr_2","554a","P","ct_9"
34151,1744,"O","NZ","38","CDI",19219,"tr_1","684a","C","ct_9"
34153,940,"O","JC","07","CDI",7295,"tr_3","478a","C","ct_9"
34159,1820,"O","MA","38","CDI",40907,"tr_3","342g","C","ct_9"
34160,730,"O","CB","69","CDI",24105,"tr_3","374d","C","ct_9"
34163,1742,"O","GZ","38","CDI",21953,"tr_2","462e","C","ct_9"
34172,1620,"O","NZ","38","CDI",21182,"tr_1","543f","C","ct_9"
34175,1653,"O","QB","38","CDI",18205,"tr_5","434d","C","ct_8"
34178,1555,"O","QB","38","CDI",15216,"tr_5","563b","P","ct_8"
34179,1623,"O","GZ","69","CDI",54274,"tr_4","374c","C","ct_9"
34185,622,"O","TZ","38","CDI",4329,"tr_1","563c","N","ct_7"
34187,1610,"O","FZ","38","CDI",25527,"tr_3","632g","C","ct_9"
34197,1771,"O","GZ","38","CDI",92643,"tr_4","383a","C","ct_9"
34212,3000,"O","CA","86","CDI",46476,"tr_3","463c","C","ct_9"
34217,1180,"O","PZ","38","CDI",10569,"tr_1","423a","C","ct_9"
34220,1693,"O","CI","38","CDI",39961,"tr_6","477b","C","ct_9"
34226,1736,"O","CJ","38","CDI",58247,"tr_6","383a","C","ct_9"
34227,1456,"O","GZ","01","CDI",17802,"tr_0","433d","C","ct_9"
34229,1820,"O","QA","01","CDI",19133,"tr_6","525d","C","ct_3"
34230,1820,"O","QB","69","CDI",31044,"tr_5","434a","C","ct_8"
34245,1799,"O","FZ","69","CDI",38015,"tr_3","461d","C","ct_9"
34248,2111,"O","CH","38","CDI",20358,"tr_3","674d","C","ct_9"
34253,1072,"O","SZ","38","CDI",18297,"tr_1","434c","P","ct_8"
34257,1456,"O","OZ","38","CDI",29109,"tr_6","332b","P","ct_2"
34259,1860,"O","OZ","38","AUT",21653,"tr_6","451g","C","ct_2"
34267,1232,"O","NZ","38","CDI",13809,"tr_3","487a","C","ct_9"
34272,1456,"O","QA","38","CDI",18974,"tr_6","451h","P","ct_8"
34278,1696,"O","GZ","38","CDI",23167,"tr_3","556a","C","ct_9"
34281,1820,"O","QA","69","CDI",26598,"tr_6","431f","C","ct_8"
34291,1449,"O","FZ","38","CDI",20026,"tr_1","543b","P","ct_9"
34293,924,"O","GZ","38","CDI",12379,"tr_4","462b","C","ct_9"
34297,1194,"O","IZ","38","CDI",13311,"tr_1","636d","C","ct_6"
34310,1770,"O","DZ","38","CDI",34058,"tr_5","473c","C","ct_9"
34311,758,"O","MA","38","CDI",18553,"tr_1","461b","P","ct_9"
34323,1790,"O","IZ","38","CDI",36042,"tr_2","377a","N","ct_9"
34328,2552,"O","OZ","36","AUT",22878,"tr_6","532a","C","ct_1"
34330,1820,"O","CM","38","CDI",29194,"tr_3","383b","C","ct_9"
34331,1834,"O","JC","38","CDI",37917,"tr_6","388a","C","ct_9"
34333,676,"O","QB","38","CDI",2232,"tr_1","563a","N","ct_7"
34336,1660,"O","CK","38","CDI",34077,"tr_6","474c","C","ct_9"
34341,1404,"O","GZ","38","CDI",16627,"tr_3","487a","C","ct_9"
34342,1834,"O","EZ","69","CDI",33145,"tr_5","479b","C","ct_9"
34348,1854,"O","GZ","69","CDI",22016,"tr_2","486d","C","ct_9"
34353,1083,"O","IZ","38","TOA",17911,"tr_0","488a","C","ct_9"
34355,1545,"O","MC","38","CDI",19600,"tr_5","627e","C","ct_9"
34366,2200,"O","HZ","73","CDI",27514,"tr_5","641a","C","ct_9"
34367,1694,"O","FZ","38","CDI",24873,"tr_2","632d","C","ct_9"
34368,1768,"O","GZ","38","CDI",20445,"tr_3","634c","C","ct_9"
34369,1820,"O","OZ","38","AUT",23509,"tr_6","523b","C","ct_1"
34376,1820,"O","CI","38","CDI",46867,"tr_6","383a","C","ct_9"
34379,1456,"O","JA","38","CDI",13671,"tr_3","373d","P","ct_9"
34383,679,"O","QB","38","CDI",6902,"tr_4","526d","C","ct_8"
34386,2076,"O","EZ","38","CDI",48711,"tr_1","387f","C","ct_9"
34387,2197,"O","CM","38","CDI",46253,"tr_2","486c","C","ct_9"
34389,1273,"O","QA","73","CDI",11039,"tr_6","451h","P","ct_3"
34391,1470,"O","CG","","CDI",86308,"tr_1","462e","C","ct_9"
34400,1456,"O","QA","38","CDI",50178,"tr_6","344a","P","ct_8"
34401,1820,"O","KZ","38","CDI",86329,"tr_1","461f","C","ct_9"
34405,210,"O","NZ","69","TTP",1501,"tr_1","541d","N","ct_9"
34422,550,"O","QB","38","CDI",7299,"tr_3","423a","P","ct_8"
34423,514,"O","QA","38","CDI",6486,"tr_2","541d","C","ct_9"
34427,3000,"O","QB","38","CDI",15820,"tr_1","563a","N","ct_7"
34433,1801,"O","CK","38","CDI",20553,"tr_5","623g","C","ct_9"
34434,2071,"O","MB","38","CDI",35501,"tr_6","342g","C","ct_5"
34435,1373,"O","QA","38","CDI",45046,"tr_6","431e","P","ct_8"
34440,1604,"O","QB","38","CDI",17644,"tr_4","526d","C","ct_8"
34446,1506,"O","HZ","38","CDI",14742,"tr_3","546c","C","ct_9"
34453,2621,"O","QB","69","CDI",38184,"tr_4","526a","C","ct_9"
34455,1821,"O","KZ","69","CDI",29375,"tr_0","467a","C","ct_9"
34456,1456,"O","PZ","38","AUT",38358,"tr_6","351a","P","ct_1"
34460,1745,"O","CG","38","CDI",54503,"tr_6","373d","C","ct_9"
34466,1687,"O","HZ","38","CDI",31643,"tr_1","462e","C","ct_9"
34470,1704,"O","QA","38","CDI",19281,"tr_6","311d","C","ct_3"
34473,2676,"O","QB","38","CDI",9929,"tr_1","563a","N","ct_7"
34479,1820,"O","OZ","38","AUT",23499,"tr_6","523c","C","ct_2"
34481,593,"O","IZ","38","CDI",6557,"tr_3","423b","P","ct_9"
34484,1904,"O","NZ","69","CDI",26280,"tr_4","462e","C","ct_9"
34487,1341,"O","MB","38","CDI",51009,"tr_5","385a","C","ct_9"
34489,1820,"O","QA","38","CDI",21581,"tr_4","526a","C","ct_8"
34494,1820,"O","KZ","38","CDI",45419,"tr_1","376c","C","ct_9"
34495,1902,"O","CH","38","CDI",21070,"tr_5","676c","C","ct_9"
34498,739,"O","GZ","38","CDI",5423,"tr_1","543h","P","ct_9"
34510,912,"O","NZ","84","CDI",17768,"tr_1","344d","P","ct_9"
34511,983,"O","NZ","38","CDI",18816,"tr_5","431d","P","ct_9"
34512,1350,"O","PZ","38","CDI",18841,"tr_2","423b","P","ct_9"
34515,1248,"O","GZ","26","CDI",16014,"tr_1","433d","C","ct_9"
34518,1937,"O","MB","38","CDD",21920,"tr_6","342h","C","ct_5"
34524,1820,"O","OZ","69","AUT",24362,"tr_4","531a","C","ct_1"
34529,1196,"O","QB","38","CDI",8807,"tr_1","526c","P","ct_9"
34531,589,"O","NZ","69","TTP",9126,"tr_1","671c","C","ct_9"
34532,1785,"O","FZ","69","CDI",66225,"tr_2","382d","C","ct_9"
34551,627,"O","IZ","2B","TOA",5584,"tr_1","561f","C","ct_9"
34558,1520,"O","MB","38","CDI",27649,"tr_6","461b","P","ct_9"
34559,1698,"O","MA","69","CDI",39896,"tr_4","461d","C","ct_8"
34564,792,"O","CJ","38","CDI",11700,"tr_6","626b","P","ct_9"
34568,840,"O","PZ","38","CDI",18564,"tr_3","372d","P","ct_8"
34571,1772,"O","CM","38","CDI",20851,"tr_2","477b","C","ct_9"
34572,1471,"O","QB","38","CDI",17595,"tr_4","434d","C","ct_8"
34576,1290,"O","GZ","38","CDI",10546,"tr_1","554a","P","ct_9"
34578,2439,"O","HZ","39","CDI",23581,"tr_5","641a","C","ct_9"
34579,810,"O","HZ","73","CDI",39385,"tr_2","389b","C","ct_9"
34591,1654,"O","MC","38","CDI",21045,"tr_1","461b","C","ct_9"
34592,2105,"O","MC","78","CDI",34920,"tr_5","641a","C","ct_9"
34593,1803,"O","PZ","38","CDI",24611,"tr_2","421b","C","ct_8"
34594,1942,"O","GZ","38","CDI",18683,"tr_4","551a","C","ct_9"
34595,1519,"O","MA","38","CDI",28018,"tr_2","388a","C","ct_9"
34598,1465,"O","LZ","38","CDI",24234,"tr_4","543g","C","ct_9"
34600,749,"X","NZ","38","AUT",5585,"tr_0","543e","C","ct_9"
34601,1689,"O","PZ","38","CDI",16537,"tr_3","525a","P","ct_8"
34604,1408,"O","CM","38","CDI",8190,"tr_6","474c","P","ct_9"
34611,1729,"O","GZ","38","CDI",51403,"tr_4","372a","C","ct_9"
34624,1948,"O","MA","69","CDI",28200,"tr_3","375b","C","ct_9"
34625,349,"O","HZ","38","CDI",5736,"tr_2","477c","C","ct_5"
34627,1520,"O","GZ","77","CDI",19919,"tr_6","554b","C","ct_9"
34643,563,"O","NZ","38","CDI",6618,"tr_1","563b","P","ct_9"
34648,1717,"O","CI","38","CDI",22213,"tr_6","622a","C","ct_9"
34650,1492,"O","HZ","38","CDI",16236,"tr_3","543h","C","ct_9"
34653,1683,"O","KZ","38","CDI",19795,"tr_1","541b","C","ct_9"
34657,1820,"O","PZ","38","CDI",33125,"tr_5","341a","C","ct_8"
34660,2086,"O","MB","38","CDI",30322,"tr_6","342g","P","ct_5"
34663,1627,"O","PZ","38","CDI",16262,"tr_5","461f","C","ct_4"
34665,1991,"O","OZ","69","CDI",33110,"tr_4","545d","C","ct_8"
34666,1687,"O","GZ","26","CDI",62367,"tr_3","463c","C","ct_9"
34673,1743,"O","OZ","69","AUT",26596,"tr_6","435b","C","ct_2"
34682,789,"O","SZ","38","CDI",7341,"tr_3","422e","P","ct_8"
34686,1670,"O","PZ","38","CDI",32716,"tr_4","422e","C","ct_8"
34691,1615,"O","DZ","38","CDI",29558,"tr_5","463b","P","ct_9"
34699,693,"O","QB","38","CDI",9952,"tr_3","434d","C","ct_8"
34700,2184,"O","MA","38","CDI",36529,"tr_2","372c","C","ct_9"
34707,1635,"O","HZ","69","CDI",22559,"tr_4","546c","C","ct_9"
34710,3000,"O","QB","38","CDI",17379,"tr_1","563a","N","ct_7"
34712,982,"O","JC","38","CDI",17679,"tr_2","388d","C","ct_9"
34713,954,"O","QB","38","CDI",7073,"tr_2","526c","P","ct_9"
34719,1071,"O","GZ","38","CDI",8813,"tr_5","551a","C","ct_9"
34731,1226,"O","MA","69","CDI",21606,"tr_5","388a","P","ct_9"
34733,1706,"O","FZ","38","CDI",29866,"tr_4","481b","C","ct_9"
34735,1622,"O","NZ","38","CDI",13180,"tr_1","637d","C","ct_9"
34737,1714,"O","CG","38","CDI",16810,"tr_1","674a","C","ct_9"
34738,1820,"O","LZ","38","CDI",33923,"tr_2","463e","C","ct_9"
34739,581,"O","GZ","38","CDI",4424,"tr_2","634c","C","ct_9"
34741,848,"O","CC","38","CDI",9978,"tr_2","681a","C","ct_9"
34755,249,"O","QB","38","CDI",2004,"tr_3","563b","P","ct_9"
34765,1525,"O","QA","38","CDI",20876,"tr_1","526b","C","ct_9"
34776,1754,"O","CI","38","CDI",30052,"tr_6","383a","C","ct_9"
34781,1820,"O","PZ","38","CDI",24361,"tr_6","333e","C","ct_1"
34785,1666,"O","LZ","38","CDI",27460,"tr_2","373d","C","ct_9"
34787,285,"O","MA","75","CDI",4978,"tr_2","311d","C","ct_9"
34789,1752,"O","FZ","38","CDI",21129,"tr_3","632g","C","ct_9"
34795,1397,"O","HZ","69","CDI",16059,"tr_5","461d","C","ct_9"
34799,1379,"O","GZ","92","CDI",40168,"tr_6","463d","P","ct_9"
34802,1695,"O","PZ","39","CDI",16396,"tr_4","526d","C","ct_8"
34811,1820,"O","GZ","39","CDI",22697,"tr_1","641a","C","ct_9"
34813,1880,"O","CM","39","CDI",22404,"tr_2","673c","C","ct_9"
34816,1574,"O","GZ","39","CDI",14069,"tr_5","652a","C","ct_9"
34818,1820,"O","QB","39","CDI",21865,"tr_4","434e","C","ct_8"
34824,563,"O","QA","39","CDD",5012,"tr_6","525d","C","ct_3"
34826,1316,"O","FZ","37","CDI",20043,"tr_3","621c","C","ct_9"
34849,1818,"O","MC","39","CDI",17873,"tr_1","684a","P","ct_9"
34850,1120,"O","NZ","39","CDD",9438,"tr_1","546b","C","ct_9"
34857,1820,"O","JC","69","CDI",28257,"tr_4","388c","C","ct_9"
34858,1236,"O","NZ","25","CDI",11191,"tr_5","534a","P","ct_9"
34860,1293,"O","RZ","39","CDI",10311,"tr_2","424a","C","ct_8"
34867,1456,"O","GZ","39","CDI",19898,"tr_1","433b","P","ct_8"
34872,1864,"O","CG","21","CDI",27900,"tr_5","652a","C","ct_9"
34883,1965,"O","CE","39","CDI",41103,"tr_6","651b","C","ct_9"
34885,1694,"O","FZ","71","CDI",11071,"tr_1","632a","C","ct_9"
34886,1829,"O","CE","39","CDI",29900,"tr_6","473c","C","ct_9"
34890,1375,"A","CA","39","APP",9783,"tr_2","561d","C","ct_9"
34891,1820,"O","MA","39","CDI",24188,"tr_4","465a","C","ct_9"
34896,1820,"O","PZ","39","CDI",26280,"tr_4","434d","C","ct_8"
34913,1647,"O","GZ","39","CDI",15558,"tr_1","551a","P","ct_9"
34915,1820,"O","OZ","39","CDI",18940,"tr_6","523c","C","ct_2"
34920,1410,"O","KZ","25","CDI",25978,"tr_6","467a","P","ct_9"
34932,840,"O","CA","71","CDI",9927,"tr_6","653a","P","ct_9"
34935,1480,"O","CH","21","CDI",17762,"tr_3","628d","C","ct_9"
34937,NA,"O","OZ","39","AUT",4242,"tr_1","335a","N","ct_2"
34938,1273,"O","SZ","39","CDI",15715,"tr_1","685a","C","ct_9"
34944,1523,"O","GZ","39","CDI",17406,"tr_4","541b","C","ct_9"
34953,1820,"O","CE","39","CDI",22551,"tr_6","462e","C","ct_9"
34962,1040,"O","GZ","39","CDI",9554,"tr_3","551a","P","ct_9"
34970,1821,"O","PZ","39","CDI",19424,"tr_4","525d","C","ct_8"
34974,835,"O","QB","39","CDI",7950,"tr_3","563b","P","ct_9"
34975,1449,"O","MA","25","CDI",40934,"tr_2","373d","C","ct_8"
34984,1519,"O","QA","39","CDI",26887,"tr_3","431f","P","ct_8"
34989,1540,"O","CG","25","CDI",22679,"tr_5","543g","C","ct_9"
34993,1864,"O","CG","21","CDI",26255,"tr_5","652a","C","ct_9"
35015,1805,"A","MA","39","APP",17959,"tr_1","472c","C","ct_9"
35020,1810,"O","KZ","39","CDI",26800,"tr_1","545c","C","ct_9"
35027,1710,"O","CE","39","CDI",39694,"tr_6","386b","C","ct_9"
35028,695,"O","OZ","01","CDD",6019,"tr_6","621f","C","ct_2"
35041,1820,"O","QB","39","CDI",19249,"tr_4","525d","C","ct_8"
35047,1999,"O","MA","39","CDI",33957,"tr_1","543b","C","ct_9"
35058,2053,"O","FZ","39","CDI",16188,"tr_0","681b","C","ct_9"
35060,1674,"O","QB","39","CDI",22594,"tr_4","431f","C","ct_8"
35063,1820,"O","QA","39","CDI",19319,"tr_4","632k","C","ct_3"
35066,1119,"O","PZ","25","CDI",11053,"tr_5","525b","P","ct_8"
35073,1532,"O","PZ","39","CDI",15219,"tr_1","423b","C","ct_9"
35092,1456,"O","HZ","39","CDI",30684,"tr_3","466c","C","ct_9"
35106,1033,"O","FZ","71","CDD",13125,"tr_0","632a","C","ct_9"
35110,1771,"O","MA","01","CDI",32695,"tr_0","372d","C","ct_9"
35120,1370,"O","FZ","39","CDI",16606,"tr_3","681a","C","ct_9"
35124,1820,"O","FZ","39","CDI",21692,"tr_1","632c","C","ct_9"
35129,1332,"O","GZ","39","CDI",15140,"tr_3","653a","C","ct_9"
35138,1884,"O","GZ","01","CDI",17352,"tr_3","676c","C","ct_9"
35144,1365,"O","QB","39","CDI",16447,"tr_3","526a","P","ct_3"
35152,236,"O","CA","39","CDI",2793,"tr_1","554a","P","ct_6"
35164,1320,"O","QA","01","CDI",18141,"tr_6","431f","P","ct_8"
35167,1820,"O","PZ","39","CDI",22355,"tr_2","341a","C","ct_8"
35169,1991,"O","CE","39","CDI",59048,"tr_6","479b","C","ct_9"
35179,1838,"O","PZ","39","CDI",22275,"tr_3","461d","C","ct_8"
35187,1660,"O","QA","39","CDD",26786,"tr_3","431f","C","ct_8"
35195,1934,"O","CH","39","CDI",34121,"tr_1","372a","C","ct_9"
35199,1820,"O","GZ","69","CDI",22454,"tr_5","463c","C","ct_9"
35204,952,"O","CM","82","CDI",34888,"tr_3","477b","C","ct_9"
35212,1820,"O","NZ","33","CDI",16129,"tr_5","534a","C","ct_9"
35214,1547,"O","QB","40","CDI",15673,"tr_3","525d","C","ct_8"
35215,1829,"O","QB","40","CDD",18342,"tr_4","525d","C","ct_3"
35216,818,"O","QA","40","CDD",8131,"tr_6","431f","C","ct_3"
35220,1820,"O","QB","40","CDD",19299,"tr_4","526a","C","ct_2"
35221,343,"O","MA","64","CDI",23708,"tr_2","374d","C","ct_9"
35223,2093,"O","CH","64","CDI",33085,"tr_2","474a","C","ct_9"
35230,1689,"O","FZ","40","CDI",17449,"tr_2","681a","C","ct_6"
35234,1657,"O","MA","75","CDI",28362,"tr_3","373d","C","ct_9"
35239,2028,"O","GZ","64","CDI",21118,"tr_1","462c","C","ct_9"
35245,2425,"O","QB","40","CDI",9471,"tr_1","563a","N","ct_7"
35249,1938,"O","DZ","40","CDI",27570,"tr_1","542a","C","ct_9"
35254,1896,"O","GZ","64","CDI",20034,"tr_3","653a","C","ct_9"
35270,1820,"O","FZ","40","CDI",24743,"tr_2","632k","C","ct_9"
35275,528,"O","FZ","40","CDI",7329,"tr_1","542a","P","ct_9"
35285,1317,"O","NZ","64","CDI",11039,"tr_5","684a","P","ct_9"
35291,1899,"O","GZ","40","CDI",19166,"tr_6","551a","C","ct_9"
35300,1820,"O","FZ","40","CDI",17983,"tr_1","681b","C","ct_9"
35303,1181,"O","NZ","64","CDI",10117,"tr_5","684a","P","ct_9"
35304,2216,"O","TZ","65","CDI",24985,"tr_1","563c","N","ct_7"
35306,170,"O","GZ","73","TOA",1774,"tr_1","551a","C","ct_9"
35307,1820,"O","GZ","64","CDI",18892,"tr_1","433d","C","ct_8"
35328,1927,"O","MA","64","CDI",22636,"tr_0","473c","C","ct_9"
35350,861,"O","NZ","94","TTP",11778,"tr_1","628g","C","ct_9"
35352,1545,"O","GZ","40","CDI",18765,"tr_5","471b","C","ct_9"
35358,261,"A","GZ","13","APP",1433,"tr_3","554e","C","ct_9"
35359,1046,"O","NZ","64","CDI",12823,"tr_3","478b","C","ct_9"
35362,1072,"O","SZ","40","CDI",18765,"tr_1","423b","P","ct_8"
35370,438,"O","CL","40","CDI",5281,"tr_2","634a","C","ct_9"
35373,1643,"O","FZ","32","CDI",14935,"tr_1","543b","P","ct_9"
35377,1723,"O","FZ","40","CDI",26914,"tr_3","481b","C","ct_9"
35383,1260,"O","QA","64","CDI",27908,"tr_3","526b","C","ct_9"
35395,1954,"O","CL","40","CDI",18284,"tr_2","653a","C","ct_9"
35415,1661,"O","FZ","40","CDI",17291,"tr_2","632g","C","ct_9"
35419,1820,"O","KZ","40","CDI",31249,"tr_4","373b","C","ct_9"
35424,1771,"O","HZ","40","CDI",26579,"tr_6","487b","C","ct_9"
35427,1637,"O","CL","40","CDI",24991,"tr_6","474b","C","ct_9"
35428,1772,"O","CM","40","CDI",20372,"tr_1","632f","C","ct_9"
35431,818,"O","QA","40","CDD",9227,"tr_6","431f","C","ct_3"
35436,1063,"O","GZ","40","CDI",11837,"tr_1","554e","P","ct_9"
35444,1458,"O","PZ","40","CDI",20775,"tr_4","342d","P","ct_4"
35451,2020,"O","MA","64","CDI",28144,"tr_3","478c","C","ct_9"
35456,1820,"O","QA","40","AUT",25633,"tr_5","431f","C","ct_3"
35474,970,"O","IZ","33","CDI",19555,"tr_2","377a","C","ct_9"
35486,301,"O","IZ","40","CDD",2397,"tr_1","561f","N","ct_9"
35491,1867,"O","QA","64","CDI",21433,"tr_4","526e","C","ct_9"
35500,2005,"O","GZ","40","CDI",28435,"tr_1","462c","C","ct_9"
35504,1684,"O","GZ","40","CDI",21650,"tr_2","432d","C","ct_9"
35505,1764,"O","GZ","64","CDI",21257,"tr_3","674b","C","ct_9"
35515,2044,"O","MA","40","CDI",20274,"tr_1","461d","C","ct_9"
35537,1820,"O","GZ","40","CDI",36656,"tr_6","478a","C","ct_9"
35538,1785,"O","QB","32","CDI",20510,"tr_5","526a","C","ct_9"
35541,1387,"O","GZ","40","CDI",30667,"tr_2","344d","C","ct_9"
35547,1614,"O","CA","40","CDI",18669,"tr_6","543g","C","ct_9"
35550,360,"X","QB","40","AUT",3796,"tr_1","676a","P","ct_8"
35551,1162,"O","IZ","40","CDI",11061,"tr_2","561c","C","ct_9"
35557,1778,"O","GZ","64","CDI",29753,"tr_2","462b","C","ct_9"
35561,1820,"O","QB","40","CDI",26400,"tr_4","434d","C","ct_8"
35564,1808,"O","QA","40","AUT",20859,"tr_6","525d","C","ct_3"
35582,1607,"O","HZ","40","CDI",21973,"tr_3","461c","C","ct_9"
35586,564,"O","FZ","40","CDI",4438,"tr_0","632h","C","ct_9"
35589,1820,"O","PZ","40","CDI",26327,"tr_4","342d","C","ct_4"
35596,2781,"O","NZ","40","TTP",25521,"tr_1","676a","C","ct_9"
35597,1661,"O","FZ","40","CDI",16631,"tr_2","632g","C","ct_9"
35599,1234,"O","IZ","40","CDI",12361,"tr_1","561b","C","ct_9"
35601,1515,"O","QB","40","AUT",14349,"tr_4","563b","P","ct_2"
35605,546,"O","FZ","33","CDI",5238,"tr_4","463e","C","ct_9"
35616,1795,"O","CA","40","CDI",24741,"tr_6","676c","C","ct_9"
35620,1827,"O","CG","40","CDI",36169,"tr_1","626b","C","ct_9"
35624,1798,"O","FZ","33","CDI",22031,"tr_3","681b","C","ct_9"
35625,1659,"O","NZ","40","CDI",14846,"tr_1","632k","C","ct_9"
35643,731,"O","GZ","91","CDI",16856,"tr_2","463b","C","ct_9"
35650,1533,"O","IZ","40","CDI",18480,"tr_3","543g","N","ct_9"
35653,397,"O","NZ","40","CDD",5866,"tr_5","684a","C","ct_9"
35657,540,"O","CA","64","CDI",5857,"tr_3","625f","C","ct_9"
35658,1820,"O","KZ","40","CDI",18045,"tr_1","467c","C","ct_9"
35662,1785,"O","QB","64","CDI",19868,"tr_3","526a","C","ct_8"
35664,2100,"O","QB","40","AUT",18735,"tr_5","526a","P","ct_2"
35667,1452,"O","NZ","40","TOA",15848,"tr_1","691e","C","ct_8"
35677,1296,"O","IZ","40","CDI",13214,"tr_2","561e","C","ct_9"
35681,1652,"O","CA","40","CDI",33712,"tr_0","374d","C","ct_9"
35686,1924,"O","GZ","40","CDI",16613,"tr_3","643a","C","ct_9"
35689,810,"O","TZ","40","CDI",6831,"tr_1","563c","N","ct_7"
35692,620,"O","QB","40","CDI",8296,"tr_5","526d","P","ct_8"
35696,691,"O","QB","40","CDI",6110,"tr_3","676e","C","ct_8"
35701,638,"O","GZ","40","CDI",6045,"tr_2","632d","C","ct_9"
35702,1820,"O","CA","40","CDI",19040,"tr_3","674b","C","ct_9"
35705,2005,"O","GZ","40","CDI",28678,"tr_1","462c","C","ct_9"
35711,1820,"O","KZ","40","CDI",27909,"tr_4","461f","C","ct_9"
35720,1635,"O","LZ","40","CDI",16719,"tr_1","463e","C","ct_9"
35725,1301,"O","NZ","40","TOA",10102,"tr_4","676c","C","ct_8"
35736,1458,"O","PZ","40","CDI",20530,"tr_4","342d","P","ct_4"
35741,546,"O","FZ","33","CDI",5568,"tr_4","463e","C","ct_9"
35747,327,"O","GZ","40","CDI",3050,"tr_1","554e","C","ct_9"
35749,802,"A","FZ","40","APP",7208,"tr_1","681b","C","ct_9"
35787,1612,"O","QB","64","CDI",17248,"tr_2","434d","P","ct_8"
35794,2034,"O","NZ","40","TTP",23405,"tr_1","676e","C","ct_9"
35801,1820,"O","OZ","40","AUT",18821,"tr_3","525a","C","ct_2"
35805,1395,"O","QA","40","CDI",19010,"tr_5","431f","P","ct_9"
35810,1579,"O","IZ","40","CDI",14488,"tr_0","561c","C","ct_6"
35815,1553,"O","CA","40","CDD",17328,"tr_6","674c","C","ct_9"
35816,1016,"O","CA","40","CDI",17709,"tr_0","674c","P","ct_9"
35834,1517,"O","PZ","64","CDI",20262,"tr_1","421b","C","ct_8"
35843,1924,"O","PZ","33","CDI",28194,"tr_3","341a","C","ct_8"
35852,1785,"O","QB","32","CDI",20905,"tr_5","526a","C","ct_9"
35855,1638,"O","SZ","40","CDI",17501,"tr_1","542a","C","ct_8"
35865,1641,"O","GZ","64","CDD",13800,"tr_0","462a","C","ct_9"
35874,724,"O","QB","40","CDD",6827,"tr_4","526a","C","ct_8"
35875,1602,"O","MB","64","CDI",49674,"tr_6","475a","C","ct_9"
35890,1222,"O","TZ","41","CDI",9881,"tr_1","563c","N","ct_7"
35903,434,"O","FZ","18","CDI",5419,"tr_1","681b","C","ct_9"
35905,1556,"O","GZ","41","CDI",14194,"tr_1","554e","C","ct_9"
